ID Theta Throughput
0 0.2 1.0081950000000002
1 0.4 1.04664
2 0.6 1.0276346
3 0.8 1.0158447999999998
4 0.9 0.8763364000000001
5 0.95 0.7257657999999999
6 0.99 0.567379
